student_id,Gender,Course,Section,Assignment_Score 1 (out of 40),Assignment_Score 2(out of 40),Test_Result 1 (out of 10),Test_result 2 (out of 10),Quiz_score (out of 7),Late_submission_count (0-5),Lms_login_frequency level,attendance_rate,midterm_score,weekly_self_study_hours,Study_Habit_level,class_participation,active_days_month,extracurricular_activities,final_score
CNSTU1588,Male ,Economics,A,34,28,7,10,6,0,Medium,83.59969148481883,84.96402979853094,20.8,High,9,6,No,69.7240977935128
CNSTU1589,Male,Biology,C,33,37,10,1,7,3,High,89.49180340307716,64.7269940890936,9,Low,22,11,Yes,78.86143883046375
CNSTU1590,Male,Physics,B,30,36,8,4,3,0,Low,99.89950507747311,75.8587948466327,15.5,Medium,15,15,No,67.27860988014393
CNSTU1591,Female,History,C,34,32,8,6,7,1,Low,86.34158675930568,69.2681106388186,11.7,Low,13,11,No,48.78649516505393
CNSTU1592,Male,English,B,32,34,8,2,5,3,Medium,89.6574129495074,80.7477579089567,18.4,Medium,15,8,No,82.36559804157667
CNSTU1593,Female,History,B,40,40,9,8,5,0,Medium,90.46418187846716,79.00394526344338,17.3,Medium,10,28,No,87.03934841086195
CNSTU1594,Female,Biology,A,32,24,6,9,7,5+,Low,96.78744705764228,87.45047933109478,22.3,High,22,24,Yes,54.37067564458162
CNSTU1595,Male,Physics,C,31,34,8,8,6,0,High,72.02488532812316,68.87980321374303,11.4,Low,12,11,No,67.90269295290062
CNSTU1596,Male,History,B,37,40,9,4,4,1,Medium,85.14639764187763,71.76150077647955,13.1,Medium,9,8,No,84.19154261005198
CNSTU1597,Male,History,C,39,28,7,5,6,3,High,91.69026953823578,63.254835410612316,8.1,Low,11,16,No,98.574954697117
CNSTU1598,Female,Computer Science,C,38,26,6,3,7,2,High,99.60063165141489,69.66848087908666,11.9,Low,15,9,No,78.20793707675408
CNSTU1599,Male,Physics,B,32,32,7,6,3,0,Low,86.06478041995035,79.52760591653822,17.6,Medium,9,27,Yes,70.71997058770866
CNSTU1600,Female,History,A,35,30,7,8,7,1,Medium,74.98757835166501,84.08386339974422,20.3,High,15,23,No,76.1710355889516
CNSTU1601,Female,Chemistry,C,38,40,9,9,5,1,Medium,94.95769156772909,63.934016109868494,8.5,Low,19,9,No,91.74876419148185
CNSTU1602,Male,Economics,A,27,31,7,9,5,3,Low,84.91710088939496,85.43527104126792,21.1,High,19,23,No,71.54035820875464
CNSTU1603,Female,Physics,A,33,34,8,3,7,4,Medium,80.4826667272771,91.26765430565942,24.5,High,16,25,No,70.00807993349747
CNSTU1604,Male ,Economics,B,25,35,6,4,6,5+,High,85.00523688229421,79.96121883868442,17.9,Medium,14,7,No,73.17256477817968
CNSTU1605,Male,Computer Science,A,33,38,8,10,4,0,Low,88.52379713875321,97.52154975069679,28.1,High,17,15,No,68.46671391741287
CNSTU1606,Male,History,C,26,21,6,1,6,3,Low,85.1620426836943,65.71452961075713,9.6,Low,17,11,Yes,79.22670315994796
CNSTU1607,Female,Chemistry,C,31,30,7,4,7,0,Medium,72.35547154320744,60.06414356026299,6.3,Low,21,21,No,94.2467845846956
CNSTU1608,Female,English,C,31,32,7,6,3,1,Medium,97.17652957509706,53.65535701314866,2.5,Low,8,29,Yes,81.23079273116029
CNSTU1609,Male,Computer Science,A,31,37,7,2,7,3,Low,100.0,92.9525317378702,25.5,High,15,13,Yes,75.47646497873713
CNSTU1610,Female,English,B,36,34,9,8,5,0,High,95.21217593071604,82.8523878762487,19.6,Medium,12,25,No,75.08188731084456
CNSTU1611,Female,History,B,29,26,8,9,5,5+,Medium,80.89851463660146,74.33298394907455,14.6,Medium,9,13,Yes,62.36809191303343
CNSTU1612,Male,Chemistry,B,30,31,6,8,7,0,High,88.38806772841986,78.35962351583784,17,Medium,13,14,No,86.83109777147159
CNSTU1613,Female,English,C,29,32,6,4,6,1,High,89.94782947816434,61.49413143241948,7.1,Low,12,17,Yes,77.22162802987198
CNSTU1614,Male ,Computer Science,A,35,37,8,5,4,3,Low,94.79035511649528,100.0,32.1,High,12,19,No,76.19520086409375
CNSTU1615,Male,Chemistry,B,35,34,8,3,6,2,Medium,95.34672390974464,76.55065418370273,15.9,Medium,10,26,Yes,100.0
CNSTU1616,Male,Mathematics,B,34,31,8,6,7,0,Medium,84.12660960977203,76.31273753525872,15.8,Medium,16,9,Yes,80.98752908365687
CNSTU1617,Female,Physics,A,32,33,7,8,3,1,Low,90.65596445130848,83.7091994867843,20.1,High,13,7,No,70.48208949904816
CNSTU1618,Male,Physics,B,30,31,7,9,7,1,Medium,93.65824323692193,80.77211078084056,18.4,Medium,13,12,Yes,73.73642403794457
CNSTU1619,Female,Biology,B,26,26,7,9,5,3,High,100.0,77.68660829134957,16.6,Medium,10,24,Yes,89.48445709196756
CNSTU1620,Female,Biology,C,28,35,7,3,5,4,Low,95.63605231859779,65.51430653465626,9.5,Low,13,14,Yes,79.13270410537764
CNSTU1621,Male,Mathematics,B,33,40,7,4,7,5+,Low,96.31245349900415,80.65762028563195,18.3,Medium,12,17,Yes,63.61722021682633
CNSTU1622,Male,Mathematics,A,35,40,8,10,6,0,Medium,90.67061302343488,97.5842939577004,28.2,High,10,7,Yes,87.19228934575203
CNSTU1623,Male,Computer Science,A,25,26,7,1,4,3,Medium,100.0,91.14504055385973,24.4,High,17,26,No,71.31855914461006
CNSTU1624,Female,Mathematics,A,29,29,7,4,6,0,Low,93.27810236767598,94.11823951967276,26.2,High,16,12,Yes,96.73297776217545
CNSTU1625,Male,Chemistry,C,31,37,8,6,7,1,High,83.11129671861144,68.86541188282578,11.4,Low,17,13,Yes,88.80048065714648
CNSTU1626,Female,Economics,C,30,27,7,2,3,3,Medium,100.0,63.12474215689703,8.1,Low,20,26,No,73.52678104341248
CNSTU1627,Female,Physics,B,38,35,8,8,7,0,High,95.58322618031222,73.49055695880422,14.1,Medium,17,25,No,90.81016361735112
CNSTU1628,Male,History,B,29,30,7,9,5,5+,High,86.45564783097214,75.66869894746434,15.4,Medium,13,16,No,78.67855510527403
CNSTU1629,Female,Physics,A,24,34,7,8,5,0,Low,86.16405626080605,88.13029822165139,22.7,High,15,15,Yes,86.52773675122219
CNSTU1630,Male ,History,C,34,35,10,4,7,1,Medium,92.3726043611261,54.69042444342217,3.2,Low,19,6,Yes,82.84732817294474
CNSTU1631,Male,Mathematics,A,27,35,8,5,6,3,Medium,93.70547836214068,93.35460383352736,25.7,High,17,22,Yes,69.53643345009127
CNSTU1632,Male,Chemistry,B,33,32,8,3,4,2,Low,91.57833812504965,73.10390521705213,13.9,Medium,16,13,Yes,71.56450167682539
CNSTU1633,Female,Biology,B,29,32,7,6,6,0,Medium,92.49046938754307,69.87742716063096,12,Medium,17,6,No,88.29960817581161
CNSTU1634,Female,Economics,C,27,33,6,8,7,1,High,100.0,62.85474749687799,7.9,Low,19,6,No,74.65224667893459
CNSTU1635,Male,Biology,C,30,34,8,9,3,1,Low,98.57234521787909,55.141719937610766,3.4,Low,16,7,Yes,73.96351536758003
CNSTU1636,Female,Chemistry,A,28,32,6,9,7,3,Low,91.5250847301202,84.87804700754297,20.8,High,13,20,Yes,68.44877420650647
CNSTU1637,Female,Mathematics,B,38,35,9,3,5,4,Medium,97.53048464613987,75.87981560626085,15.5,Medium,14,23,Yes,82.23599065593461
CNSTU1638,Male,Mathematics,C,33,28,7,4,5,5+,Medium,81.73980877177968,59.52046920310735,6,Low,22,8,Yes,98.62524919243145
CNSTU1639,Female,English,C,35,40,7,10,7,0,Low,93.18341639957447,59.459054735236606,5.9,Low,9,27,No,67.32467085745728
CNSTU1640,Male ,History,B,37,40,9,1,6,3,High,100.0,70.97058360851847,12.6,Medium,17,29,No,78.24219456672758
CNSTU1641,Male,Economics,A,26,35,7,4,4,0,Medium,88.25563283686101,95.02825830347271,26.7,High,20,22,Yes,92.12220555415429
CNSTU1642,Male,Economics,B,39,38,9,6,6,1,High,83.21892857104731,71.88490378363674,13.2,Medium,9,24,No,77.20358608754285
CNSTU1643,Female,Computer Science,C,36,40,9,2,7,3,High,84.78328889125551,56.962284562582724,4.5,Low,12,29,Yes,82.52371796249734
CNSTU1644,Male,Biology,B,29,40,8,8,3,0,Low,81.2829357012609,72.05108323096867,13.3,Medium,18,22,Yes,67.37606471853121
CNSTU1645,Female,Chemistry,B,25,26,6,9,7,5+,Medium,83.72190473497837,71.72731716302795,13.1,Medium,19,14,No,82.28307097207649
CNSTU1646,Female,Physics,C,28,35,8,8,5,0,Medium,87.03593521127976,42.63736028470114,0,Low,16,15,Yes,76.12855734995452
CNSTU1647,Male,Chemistry,B,35,37,8,4,5,1,Low,78.75546384657086,74.34846160178625,14.6,Medium,13,21,No,87.85729995679863
CNSTU1648,Male,Chemistry,B,35,29,7,5,7,3,Medium,90.12494667159683,72.22878563749586,13.4,Medium,14,28,Yes,89.87386051564751
CNSTU1649,Male,Mathematics,B,37,29,8,3,6,2,High,97.21821739029318,83.35447637776102,19.9,Medium,22,29,No,100.0
CNSTU1650,Female,History,A,30,28,8,6,4,0,Low,82.73795055882464,97.18747313934415,27.9,High,10,27,Yes,83.79633173213576
CNSTU1651,Male,Mathematics,A,31,34,7,8,6,1,Low,100.0,88.5187803545731,22.9,High,23,28,No,81.25796316582166
CNSTU1652,Female,Economics,B,34,28,7,9,7,1,Medium,94.08633670822076,71.77333571334204,13.1,Medium,11,24,Yes,79.94384301577335
CNSTU1653,Female,Mathematics,C,34,34,8,9,3,3,Medium,98.24464468499247,61.721689095099954,7.3,Low,16,20,Yes,74.46833707189312
CNSTU1654,Male,Economics,A,40,30,9,3,7,4,Low,84.7373235691829,100.0,33,High,17,24,No,81.38483843461691
CNSTU1655,Female,Computer Science,B,37,37,8,4,5,5+,High,96.83620181653292,75.71062120817386,15.4,Medium,12,17,Yes,75.0459858986097
CNSTU1656,Male ,Economics,B,30,36,7,10,5,0,Medium,81.2645287968375,75.16715150295535,15.1,Medium,13,6,No,79.68460976269614
CNSTU1657,Male,History,B,28,34,7,1,7,3,High,97.12198000669207,74.71049895467996,14.8,Medium,19,28,No,91.17597535607959
CNSTU1658,Male,Chemistry,B,34,37,9,4,6,0,High,91.37471471834824,77.37701712921427,16.4,Medium,12,6,Yes,67.9345743472036
CNSTU1659,Female,History,B,31,30,7,6,4,1,Low,94.42600975987827,73.2676750569127,14,Medium,10,29,Yes,89.39878561129045
CNSTU1660,Female,Economics,C,29,31,8,2,6,3,Medium,80.59524315500119,68.11605591743717,11,Low,20,18,Yes,91.17115067339866
CNSTU1661,Male,Biology,C,27,34,8,8,7,0,Medium,82.83944126178716,68.4376927051153,11.2,Low,17,8,Yes,76.81931473008922
CNSTU1662,Female,Mathematics,B,25,31,8,9,3,5+,Low,94.77782574602708,74.60696075740802,14.8,Medium,14,21,No,56.78145100991405
CNSTU1663,Female,Economics,C,32,37,9,8,7,0,Medium,82.4132159662064,68.47890274639482,11.2,Low,18,17,Yes,71.92178012905568
CNSTU1664,Male,Physics,C,31,27,7,4,5,1,High,93.70565033679298,66.44585060787404,10,Low,13,8,Yes,90.96994546561109
CNSTU1665,Female,Computer Science,B,35,37,8,5,5,3,Low,79.06289754831803,76.27716273230276,15.7,Medium,15,7,Yes,77.77131937701118
CNSTU1666,Male ,History,B,30,26,7,3,7,2,Low,96.78539370133335,71.94027339094974,13.2,Medium,20,16,No,68.0069776770509
CNSTU1667,Male,Economics,A,33,36,7,6,6,0,Medium,80.13981348185193,93.04791586299226,25.5,High,19,26,Yes,72.95225078771783
CNSTU1668,Male,English,C,36,34,8,8,4,1,Medium,94.41839950143618,43.18836229928385,0,Low,14,27,No,86.40620026504553
CNSTU1669,Female,Chemistry,A,26,35,7,9,6,1,Low,95.005047469168,88.09808222306954,22.6,High,15,12,Yes,83.4673356820138
CNSTU1670,Male,Economics,A,32,37,8,9,7,3,High,84.4258254525634,89.95302230997154,23.7,High,25,6,No,75.61067900830305
CNSTU1671,Female,Chemistry,C,36,29,7,3,3,4,Medium,94.65621253667781,50.11931721110221,0.5,Low,9,10,Yes,74.33175588185313
CNSTU1672,Female,Mathematics,B,31,28,7,4,7,5+,High,92.08353810666844,70.88774887103581,12.6,Medium,7,26,Yes,74.08241850956178
CNSTU1673,Male,Economics,B,32,32,7,10,5,0,High,85.6892651504581,70.5427096080505,12.4,Medium,11,14,No,68.77589815501497
CNSTU1674,Male,Economics,C,32,34,7,1,5,3,Low,81.93156252739034,58.109859663386146,5.1,Low,14,16,Yes,94.15375689469442
CNSTU1675,Male,Biology,C,24,33,6,4,7,0,Medium,74.29899446661936,65.66619974890949,9.6,Low,18,25,Yes,74.7767953078866
CNSTU1676,Female,Biology,C,38,33,8,6,6,1,Medium,92.79720037839755,61.67308985441005,7.2,Low,13,14,Yes,90.17158520825497
CNSTU1677,Male,Economics,A,39,34,9,2,4,3,Low,77.48157782910356,96.02724532108347,27.3,High,18,14,No,93.21316051922452
CNSTU1678,Female,Computer Science,A,23,16,5,8,6,0,Medium,90.76275359553047,86.22814071776953,21.5,High,15,27,Yes,87.9831089814796
CNSTU1679,Female,Physics,A,33,27,7,9,7,5+,High,87.892414271342,90.2586611399299,23.9,High,12,7,No,73.68379687281951
CNSTU1680,Male,Computer Science,A,30,31,7,8,3,0,Low,95.43314220350557,83.66006476851882,20.1,High,15,24,No,82.03730090336609
CNSTU1681,Female,History,C,33,30,9,4,7,1,Low,87.58363600408109,61.45137874539325,7.1,Low,11,14,No,77.75804393609084
CNSTU1682,Male ,Computer Science,C,34,28,9,5,5,3,Medium,87.36441770922328,68.70575680464272,11.3,Low,17,13,Yes,68.96298139269872
CNSTU1683,Male,Economics,B,32,21,5,3,5,2,Medium,95.85496563430637,80.87249473473501,18.4,Medium,22,24,No,81.24359281721603
CNSTU1684,Male,English,C,36,26,7,6,7,0,Low,92.68046423267295,60.33446629329666,6.4,Low,15,23,No,66.20960208840198
CNSTU1685,Female,Physics,B,23,27,6,8,6,1,High,92.52924765746222,83.55598116206866,20,Medium,21,18,Yes,89.87679388461564
CNSTU1686,Female,Chemistry,B,34,31,8,9,4,1,Medium,93.75414071846821,72.11609522210237,13.3,Medium,13,6,No,73.35382702701607
CNSTU1687,Male,English,B,40,40,10,9,6,3,High,77.71542301434316,70.50215030940483,12.4,Medium,21,9,No,80.0115965587284
CNSTU1688,Female,Physics,B,28,31,6,3,7,4,High,96.05430943989586,83.5315196184419,20,Medium,10,24,Yes,80.83287871546142
CNSTU1689,Female,English,B,29,35,7,4,3,5+,Low,94.89975035210882,80.33115973783248,18.1,Medium,21,12,Yes,75.41095026295923
CNSTU1690,Male,Biology,B,28,27,6,10,7,0,Medium,81.86653497138802,70.66840601017104,12.5,Medium,14,11,No,83.86693801475275
CNSTU1691,Female,History,A,29,34,7,1,5,3,Medium,88.0473562106064,88.91195764037097,23.1,High,16,10,Yes,73.25096343377476
CNSTU1692,Male ,Economics,C,30,29,6,4,5,0,Low,89.68554169897895,62.027240068801234,7.4,Low,21,15,Yes,86.71297297457244
CNSTU1693,Male,Chemistry,B,33,32,7,6,7,1,Medium,88.92402572478613,82.39122728333116,19.3,Medium,16,16,Yes,64.54020319753252
CNSTU1694,Male,History,B,29,32,8,2,6,3,High,92.67087973254827,82.11721509562061,19.2,Medium,21,22,No,79.26379579546412
CNSTU1695,Female,English,B,38,29,8,8,4,0,Low,100.0,71.28544272823211,12.8,Medium,24,23,No,97.38928999058285
CNSTU1696,Male,Computer Science,B,31,38,8,9,6,5+,Low,98.65413382138263,78.91359626690542,17.3,Medium,15,14,Yes,67.99668675394426
CNSTU1697,Female,English,C,34,33,8,8,7,0,Medium,79.50224645254875,59.986637083376365,6.2,Low,14,29,No,71.22255029475149
CNSTU1698,Female,Biology,A,32,29,8,4,3,1,Medium,94.97655992244839,86.08832423048281,21.5,High,15,29,Yes,83.13907849658915
CNSTU1699,Male,History,B,27,36,8,5,7,3,Low,100.0,72.78117436268413,13.7,Medium,16,25,Yes,79.79581781939598
CNSTU1700,Male,English,C,33,34,6,3,5,2,High,93.09446816551362,68.72732375377153,11.3,Low,20,18,Yes,81.50630099273559
CNSTU1701,Male,History,A,31,27,7,6,5,0,Medium,98.72784340148773,87.58811071004267,22.3,High,11,7,Yes,82.89187130147664
CNSTU1702,Female,Physics,C,33,35,8,8,7,1,High,100.0,66.54787571348689,10.1,Low,18,22,Yes,84.3472146856177
CNSTU1703,Male,Economics,C,34,31,8,9,6,1,High,98.18967636885586,58.09846444363728,5.1,Low,18,28,No,89.09699841956223
CNSTU1704,Female,History,C,26,29,7,9,4,3,Low,91.99446876513383,56.320449917713155,4.1,Low,13,19,No,82.09818656928513
CNSTU1705,Female,Chemistry,B,37,29,8,3,6,4,Medium,98.36070779267803,82.27211941614767,19.2,Medium,11,10,No,75.58742345381458
CNSTU1706,Male,Chemistry,C,32,39,8,4,7,5+,Medium,91.15910266477513,59.6348477700446,6,Low,10,14,No,84.72573701202731
CNSTU1707,Female,Economics,A,35,29,7,10,3,0,Low,90.19122434627964,96.05753018381237,27.3,High,14,16,Yes,96.99881934895215
CNSTU1708,Male ,English,C,28,33,7,1,7,3,Medium,87.18868611429014,50.016847105395335,0.4,Low,22,11,Yes,76.67366253617426
CNSTU1709,Male,Economics,A,31,30,8,4,5,0,High,100.0,95.35747641948046,26.9,High,15,21,No,68.25470695329358
CNSTU1710,Male,Computer Science,B,30,33,8,6,5,1,Low,83.45257067246399,77.53220960643142,16.5,Medium,19,5,No,89.07080669286972
CNSTU1711,Female,Physics,B,40,34,8,2,7,3,Low,100.0,73.8394426575553,14.3,Medium,13,22,Yes,76.79618836046401
CNSTU1712,Female,Economics,C,28,26,5,8,6,0,Medium,93.99891298992297,68.4609709582926,11.2,Low,12,19,Yes,56.27330453985964
CNSTU1713,Male,Mathematics,B,37,37,9,9,4,5+,Medium,78.80555060158447,79.78963337222486,17.8,Medium,12,23,Yes,86.47421677150422
CNSTU1714,Female,Economics,B,35,33,7,8,6,0,Low,92.94119434393137,74.54838357090182,14.7,Medium,12,5,No,72.64671814046078
CNSTU1715,Female,Economics,A,28,36,8,4,7,1,High,73.19978793878701,88.23962258419826,22.7,High,20,9,Yes,77.0946671769584
CNSTU1716,Male,Biology,B,32,34,8,5,3,3,Medium,95.00406413464829,76.37073178394448,15.8,Medium,11,19,Yes,81.31980330569014
CNSTU1717,Female,Computer Science,B,38,31,8,3,7,2,High,97.08185186391192,76.80362113754254,16.1,Medium,12,7,No,79.90499679779066
CNSTU1718,Male ,Physics,B,34,37,8,6,5,0,High,85.26115235478358,70.63665345343372,12.5,Medium,14,5,No,85.09451817139039
CNSTU1719,Male,Physics,B,30,29,6,8,5,1,Low,90.98838156764465,74.31665251534719,14.6,Medium,16,12,No,73.64513629430157
CNSTU1720,Male,Chemistry,B,31,31,7,9,7,1,Medium,100.0,78.6936212267047,17.2,Medium,22,16,Yes,83.13105798176083
CNSTU1721,Female,Mathematics,C,28,30,6,9,6,3,Medium,85.95402636590451,54.477979288120494,3,Low,11,26,Yes,75.40453322416083
CNSTU1722,Male,Computer Science,C,26,37,8,3,4,4,Low,81.5287393035472,58.821774934731444,5.6,Low,16,29,No,85.38810480887503
CNSTU1723,Female,Mathematics,A,37,27,9,4,6,5+,Medium,100.0,83.91916912827259,20.2,High,14,23,Yes,84.15367484013053
CNSTU1724,Female,History,B,30,28,7,10,7,0,High,100.0,77.0503852575353,16.2,Medium,17,29,Yes,68.64561297955404
CNSTU1725,Male,Chemistry,B,26,33,6,1,3,3,Low,90.02956537478278,72.79219996376786,13.7,Medium,13,29,Yes,88.85982116175032
CNSTU1726,Male,History,B,29,27,7,4,7,0,Low,98.09170428326685,75.22120719678472,15.1,Medium,14,16,No,72.64036554885952
CNSTU1727,Male,Mathematics,B,25,27,7,6,5,1,Medium,100.0,79.17098046434005,17.4,Medium,23,17,No,86.08057798281145
CNSTU1728,Female,Chemistry,C,40,39,9,2,5,3,Medium,84.06012613969293,68.52288383628766,11.2,Low,13,5,Yes,81.6728731340134
CNSTU1729,Male,Economics,C,40,40,8,8,7,0,Low,86.11755331705706,65.66034329517225,9.6,Low,15,23,Yes,96.38183676795123
CNSTU1730,Female,English,B,34,37,8,9,6,5+,High,99.84699610523788,77.35014306117218,16.4,Medium,17,10,Yes,75.76534017628148
CNSTU1731,Female,Physics,C,23,29,6,8,4,0,Medium,100.0,63.259526668619614,8.2,Low,16,12,Yes,74.50683203881802
CNSTU1732,Male,Economics,B,28,24,6,4,6,1,High,94.50304688139484,79.89903306857366,17.9,Medium,10,8,No,77.80580394112268
CNSTU1733,Female,Mathematics,C,29,28,6,5,7,3,High,82.96148517198357,54.56899674914592,3.1,Low,20,9,No,74.96820217165724
CNSTU1734,Male ,Biology,A,32,30,8,3,3,2,Low,100.0,87.34986764790773,22.2,High,18,29,Yes,85.9994190194205
CNSTU1735,Male,Chemistry,B,25,37,7,6,7,0,Medium,85.75223281750428,80.67116978895652,18.3,Medium,14,26,Yes,61.83689391563412
CNSTU1736,Male,Computer Science,B,32,30,7,8,5,1,Medium,87.31889775062838,78.07235681176651,16.8,Medium,19,11,No,67.46317580853646
CNSTU1737,Female,Computer Science,A,32,28,7,9,5,1,Low,92.73870267591697,86.79229180734617,21.9,High,15,27,Yes,67.32197078420808
CNSTU1738,Female,History,A,32,28,7,9,7,3,Medium,100.0,94.98569333355093,26.7,High,15,8,No,87.50307591973575
CNSTU1739,Male,Mathematics,A,39,34,9,3,6,4,High,96.8318078124178,87.17244078021757,22.1,High,24,24,Yes,95.10613372581925
CNSTU1740,Female,English,C,28,40,7,4,4,5+,Low,93.31892400289529,52.909509224020255,2.1,Low,12,8,No,76.95550781462528
CNSTU1741,Female,Computer Science,C,40,36,8,10,6,0,Low,93.70630824094485,59.645076399171586,6,Low,20,19,Yes,76.31178276809989
CNSTU1742,Male,Physics,C,27,29,7,1,7,3,Medium,90.34811734914773,67.50217706765186,10.6,Low,17,25,Yes,78.70052163113182
CNSTU1743,Female,Physics,B,31,38,9,4,3,0,Medium,94.46511611614805,75.31309260253,15.2,Medium,11,9,No,89.6187830260819
CNSTU1744,Female,Mathematics,B,35,33,7,6,7,1,Low,69.76351937844558,81.21190824562947,18.6,Medium,7,28,No,68.72646865809426
CNSTU1745,Male,Physics,C,33,34,9,2,5,3,High,87.62714032744161,66.29107424215842,9.9,Low,15,13,Yes,80.38368982734785
CNSTU1746,Male,Physics,B,34,28,6,8,5,0,Medium,91.93057547933425,77.24120117372495,16.3,Medium,18,6,Yes,87.7519762978243
CNSTU1747,Male,History,C,33,22,7,9,7,5+,High,80.79188733104394,65.93540481176012,9.7,Low,11,11,No,83.01094169939846
CNSTU1748,Female,History,C,30,37,8,8,6,0,High,93.09058654249247,67.66178636409663,10.7,Low,22,21,No,79.89581616598744
CNSTU1749,Male,History,C,28,28,6,4,4,1,Low,88.36423023211103,58.120066837821334,5.2,Low,20,20,Yes,88.01046092567141
CNSTU1750,Female,Computer Science,C,21,35,7,5,6,3,Medium,100.0,63.92120104666915,8.5,Low,14,21,Yes,50.967677070007625
CNSTU1751,Female,Physics,C,24,30,6,3,7,2,Medium,100.0,58.779784732604,5.5,Low,10,24,No,84.77875319530908
CNSTU1752,Male,Physics,C,32,36,7,6,3,0,Low,86.27355544705469,63.28952096427201,8.2,Low,23,27,No,71.45924316872576
CNSTU1753,Female,Chemistry,A,29,28,7,8,7,1,Medium,88.79329830746644,87.64370155929407,22.4,High,12,6,No,59.69367103143543
CNSTU1754,Male ,Physics,C,22,27,6,9,5,1,High,89.40841947513286,63.607213334016684,8.4,Low,22,15,No,83.11202599524981
CNSTU1755,Male,History,A,32,39,9,9,5,3,Low,86.38672419072302,100.0,33.4,High,13,6,No,91.73658545162958
CNSTU1756,Male,Mathematics,B,35,34,8,3,7,4,Low,91.56019987222501,80.91981481057067,18.5,Medium,5,5,Yes,76.62551485372308
CNSTU1757,Female,Chemistry,B,30,31,6,4,6,5+,Medium,83.93374344889928,77.21803348433849,16.3,Medium,19,6,Yes,87.52874547202939
CNSTU1758,Female,English,C,34,24,8,10,4,0,Medium,80.95507732049978,64.69970663782544,9,Low,13,27,No,94.12278257988646
CNSTU1759,Male,Computer Science,B,32,30,8,1,6,3,Low,94.98168979120214,83.40371855290789,19.9,Medium,15,13,Yes,91.14914453584048
CNSTU1760,Female,Biology,C,32,32,8,4,7,0,High,95.03623667377448,68.09234608514672,11,Low,12,26,Yes,94.39964529371393
CNSTU1761,Female,Computer Science,B,36,38,9,6,3,1,Medium,83.56547392272006,76.46411777574434,15.9,Medium,12,6,No,85.42127491071892
CNSTU1762,Male,History,A,26,35,6,2,7,3,High,97.1628434461008,100.0,32.9,High,12,19,Yes,78.75433638901593
CNSTU1763,Female,Physics,B,39,29,8,8,5,0,High,84.94737816667735,73.8472812033042,14.3,Medium,15,14,Yes,61.980341881028316
CNSTU1764,Male ,English,A,25,31,8,9,5,5+,Low,92.02532190430385,88.7912799154281,23,High,12,19,Yes,75.53937511870052
CNSTU1765,Male,Chemistry,C,27,36,7,8,7,0,Medium,96.56275210089964,66.56188289848936,10.1,Low,13,14,No,69.56753404683808
CNSTU1766,Male,Computer Science,B,36,34,9,4,6,1,Medium,89.7310994823703,74.58013811403646,14.8,Medium,16,29,No,99.70942717497815
CNSTU1767,Female,Biology,A,25,26,6,5,4,3,Low,93.63792729712908,96.24960762762612,27.4,High,16,27,Yes,76.24114187567663
CNSTU1768,Male,History,C,39,34,8,3,6,2,Medium,85.86856284889943,67.47639530654679,10.6,Low,14,21,Yes,79.23204806784486
CNSTU1769,Female,Computer Science,A,33,35,7,6,7,0,High,88.42826733257522,96.74938269596315,27.7,High,17,13,Yes,83.51485376040468
CNSTU1770,Female,Computer Science,B,30,36,8,8,3,1,Low,88.35312455295728,83.4930232254657,20,Medium,16,22,Yes,78.43602446372454
CNSTU1771,Male,Biology,C,27,30,6,9,7,1,Low,84.02737322767808,68.25039868926879,11.1,Low,14,8,Yes,94.95051040430752
CNSTU1772,Male,Mathematics,B,40,27,8,9,5,3,Medium,88.58580669507374,82.58889286866625,19.4,Medium,12,13,Yes,71.77350638265548
CNSTU1773,Male,English,A,29,35,8,3,5,4,Medium,77.61105360909002,86.67065339552076,21.8,High,15,20,No,79.94607455237242
CNSTU1774,Female,Biology,B,40,33,8,4,7,5+,Low,86.07077002286316,82.46171954660636,19.4,Medium,19,8,Yes,70.57529414301952
CNSTU1775,Male,Physics,C,28,32,7,10,6,0,High,87.72099605304264,56.15730336131452,4,Low,17,20,Yes,64.79977488779295
CNSTU1776,Female,Chemistry,C,40,40,9,1,4,3,Medium,87.95056198003697,66.27435389010158,9.9,Low,22,23,No,71.88230909094715
CNSTU1777,Female,Computer Science,B,40,30,9,4,6,0,High,88.06802043303377,72.02977637338195,13.3,Medium,18,5,Yes,77.62963202951588
CNSTU1778,Male,English,B,32,37,7,6,7,1,High,89.50588640111897,74.10679885079945,14.5,Medium,11,27,Yes,73.7069777548274
CNSTU1779,Female,Physics,B,39,36,7,2,3,3,Low,93.83553214468851,82.44806517060813,19.3,Medium,20,10,Yes,71.07579020126144
CNSTU1780,Male ,Economics,B,34,30,6,8,7,0,Medium,96.99613659306019,77.13241201119905,16.2,Medium,22,14,Yes,63.93682536328166
CNSTU1781,Male,Computer Science,C,36,35,8,9,5,5+,Medium,84.80187818521387,58.97586769547878,5.7,Low,15,20,No,77.16894427371305
CNSTU1782,Male,Computer Science,B,34,35,8,8,5,0,Low,80.37439315688684,79.56237421207156,17.7,Medium,19,8,Yes,62.952796259689975
CNSTU1783,Female,Mathematics,B,21,40,8,4,7,1,Medium,81.66364470205518,82.32702894340588,19.3,Medium,23,26,No,85.60055963689602
CNSTU1784,Female,Biology,B,30,34,8,5,6,3,High,86.10237663044059,81.71748537517247,18.9,Medium,17,26,Yes,78.82439752934503
